"anuncio";"sku";"produto";"fornecedor";"status";"preco_anterior";"preco_verificado";"margem_verificada";"alvo";"pendencia"
"MLB7149334650";"VTK012514";"Caixa Multiuso Amplificada 6 Polegadas 20 W Rms - Voxstorm Vsu140 Usb";"BKR1";"ALVO_VALIDADO";"775";"882.63";"0.10000793084304861";"0.1";""
"MLB7149334612";"VTK012758";"Fone De Ouvido Athm20x Preto Audiotechnica";"BKR1";"ALVO_VALIDADO";"757.02";"779.94";"0.1000076928994538";"0.1";""
"MLB7149334130";"VTK012698";"Suporte Boom Duplo P/ Microfone Dsm-01 Dolphin";"BKR1";"ALVO_VALIDADO";"179";"188.4";"0.07001061571125265";"0.07";""
"MLB7149332866";"VTK012127";"Painel Para Multicabos Sem Conectores 6 Vias Xlr Wireconex";"BKR1";"ALVO_VALIDADO";"237.56";"256.75";"0.10001947419668938";"0.1";""
"MLB7149332208";"VTK004555";"Violão Strinberg SD301HCR Folk Eletroacústico Tobacco Satin Com Bag";"BKR1";"ALVO_VALIDADO";"2570";"2953.1";"0.15000169313602657";"0.15";""
"MLB7149332082";"VTK006461";"Climatizador Ventisol CLIPRO 60L Branco/Cinza 127v";"BKR1";"ALVO_VALIDADO";"1290";"1485.9";"0.15000336496399486";"0.15";""
"MLB7149332050";"VTK012376";"Calculadora Com Bobina 12 Digitos Cr Mr-6124 Elgin";"BKR1";"ALVO_VALIDADO";"769.12";"788.96";"0.10000506996552423";"0.1";""
"MLB7149331966";"VTK012705";"Calculadora Impressão 12 Dígitos Lp25 Bivolt Procalc";"EVOLUSOM-PR";"ALVO_VALIDADO";"577";"596.54";"0.1000100580011399";"0.1";""
"MLB7149331936";"VTK012385";"Caixa Multiuso Amplificada 6 Polegadas 15 W Rms - Voxstorm Vsu100 Usb";"BKR1";"ALVO_VALIDADO";"593";"668.29";"0.10000149635637223";"0.1";""
"MLB7149330676";"VTK012322";"Microfone Dinamico Wm58 Wireconex";"BKR1";"ALVO_VALIDADO";"536.07";"572.99";"0.10000174523115586";"0.1";""
"MLB7149330638";"VTK012349";"Fone De Ouvido W800bt Pro Preto Edifier";"BKR1";"ALVO_VALIDADO";"497.06";"535.19";"0.10000186849530072";"0.1";""
"MLB7149330130";"VTK002096";"Ventilador de Mesa Ventisol Turbo 6 30cm Preto/Cinza 127v";"BKR1";"ALVO_VALIDADO";"181";"191.52";"0.0700187969924812";"0.07";""
"MLB7149330064";"VTK004355";"Suporte Para Teclado 2020 Preto Saty";"BKR1";"ALVO_VALIDADO";"183.82";"183.82";"0.21085844848221086";"0.07";""
"MLB7149329858";"VTK012370";"Pandeiro Abs Preto 10"" Pele Leitosa - Fé Spanking";"BKR1";"ALVO_VALIDADO";"117";"117.66";"0.07003229644739078";"0.07";""
"MLB7149328206";"VTK012137";"Painel Para Multicabos Sem Conectores 8 Vias Xlr Wireconex";"BKR1";"ALVO_VALIDADO";"242.78";"263.06";"0.10001520565650421";"0.1";""
"MLB4881438235";"VTK000945";"Climatizador Ventisol CLIPRO 35L Branco/Cinza 127v";"BKR1";"ALVO_VALIDADO";"1226.88";"1374.62";"0.150005092316422";"0.15";""
"MLB4880634443";"VTK012570";"Tarraxa P/guitarra Lp Sg 3 Mais 3 Blindada Cromada Dolphin";"BKR1";"ALVO_VALIDADO";"149";"155.52";"0.07002314814814815";"0.07";""
"MLB4880633027";"VTK002143";"Conector Speakon de Linha Macho 4 Pólos PGSP0004 Preto/Cinza Storm - PCT / 10";"BKR1";"ALVO_VALIDADO";"172.55";"172.55";"0.08310634598667052";"0.07";""
"MLB4880632951";"VTK012635";"Mesa Som 8 Canais Analógica Usb Cmx08 Mark Audio";"BKR1";"ALVO_VALIDADO";"1317.81";"1455.13";"0.15000034361191095";"0.15";""
"MLB4880632743";"VTK012554";"Alto-falante Profissional 150w 6 Pol 8 Ohms 6wf310b8 Atk";"BKR1";"ALVO_VALIDADO";"229.22";"246.73";"0.10002837109390833";"0.1";""
"MLB4880632729";"VTK012666";"Secador Dobrável Profissional 127v 1800w Agratto";"EVOLUSOM-PR";"ALVO_VALIDADO";"173.14";"173.14";"0.07000115513457318";"0.07";""
"MLB4880632635";"VTK012697";"Tarraxa P/guitarra 3 Mais 3 Semi Blindada Cromada Dolphin";"BKR1";"ALVO_VALIDADO";"167";"174.78";"0.07003089598352215";"0.07";""
"MLB4880632609";"VTK012226";"Conector P2 Stereo 3,5mm Plt Wc 1323 Trs Wireconex 10 Unidades";"BKR1";"ALVO_VALIDADO";"142.88";"142.88";"0.09357502799552071";"0.07";""
"MLB4880632595";"VTK005540";"Alto-falantes 5"" Leson LS5 140w (PAR)";"EVOLUSOM-PR";"ALVO_VALIDADO";"127.59";"127.6";"0.07006269592476488";"0.07";""
"MLB4880632563";"VTK012293";"Pandeiro Abs Preto 10"" Pele Leitosa - Batimento Spanking";"BKR1";"ALVO_VALIDADO";"109";"118.09";"0.07003133203488864";"0.07";""
"MLB4880589981";"VTK004036";"Teclado Yamaha PSR-F52 Arranjador Preto";"VANRAL";"ALVO_VALIDADO";"997";"1173.36";"0.15000511352014728";"0.15";""
"MLB4880588901";"VTK003567";"Estante Para Piano Digital L-300 Yamaha Preta";"VANRAL";"ALVO_VALIDADO";"1047.34";"1168.2";"0.15";"0.15";""
"MLB4880588449";"VTK002203";"Fone de Ouvido AKG K52 Profissional Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"406.28";"432.15";"0.10001157005669328";"0.1";""
"MLB4880587765";"VTK005754";"Violão Strinberg SD201HCR Eletroacústico Folk Mahogany Satin Com Bag";"BKR1";"ALVO_VALIDADO";"1690";"2010.9";"0.15000248644885372";"0.15";""
"MLB4880587713";"VTK012577";"Microfone Dinâmico At2040 Audiotechnica";"BKR1";"ALVO_VALIDADO";"1190";"1405.35";"0.1500053367488526";"0.15";""
"MLB4880587575";"VTK012358";"Calculadora Com Bobina 12 Digitos Mr-6125 Elgin";"BKR1";"ALVO_VALIDADO";"679";"742.96";"0.10000538386992569";"0.1";""
"MLB4880587351";"VTK012539";"Cordas 012 Light Phosphor Violão Aço Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"299";"337.92";"0.10002367424242423";"0.1";""
"MLB4880587309";"VTK012678";"Encordoamento P/baixo 4 Cordas Super Slinky Niquel 045""-100"" P02834 Ernie Ball";"BKR1";"ALVO_VALIDADO";"326.72";"327.64";"0.10001831278232208";"0.1";""
"MLB4880587229";"VTK012257";"Banqueta Para Teclado Csb 2 Preto";"BKR1";"ALVO_VALIDADO";"213";"235.13";"0.10002977076510866";"0.1";""
"MLB4880587199";"VTK012673";"Encordoamento Giannini P/contra Baixo Leve 0.040 Geebrl/5";"EVOLUSOM-PR";"ALVO_VALIDADO";"178.8";"178.81";"0.07001845534366087";"0.07";""
"MLB4880586993";"VTK002522";"Encordoamento Viola Brasileira Cebolão RE/Boiadeira EJ82A D Addario";"BKR1";"ALVO_VALIDADO";"137";"141.62";"0.07004660358706397";"0.07";""
"MLB4880586945";"VTK012487";"Cabo Para Microfone Emborrachado Xlr Xlr 7 Metros Mpbe-7 Wireconex";"BKR1";"ALVO_VALIDADO";"144.42";"144.42";"0.09216175045007617";"0.07";""
"MLB4880585171";"VTK012785";"Cabeçote Autoamplificado 250w Rms Pm4 800 Mark Audio";"BKR1";"ALVO_VALIDADO";"1166";"1368.8";"0.15";"0.15";""
"MLB4880585127";"VTK012578";"Microfone Condensador At2020 Audiotechnica";"BKR1";"ALVO_VALIDADO";"1170";"1349.02";"0.15000518895197998";"0.15";""
"MLB4880583621";"VTK001646";"Encordoamento Baixo 5 Cordas .045-.130 XL Nickel EXL170-5 D Addario";"BKR1";"ALVO_VALIDADO";"335.44";"358.77";"0.10000836190316917";"0.1";""
"MLB4880583557";"VTK000053";"Encordoamento Para Violão .012 Light Nanoweb Elixir";"BKR1";"ALVO_VALIDADO";"308.75";"326.05";"0.10001533507130808";"0.1";""
"MLB4880583365";"VTK012057";"Direct Box Passivo Dual Wdi 500.2 Wireconex";"BKR1";"ALVO_VALIDADO";"224.9";"242.56";"0.10001649076517151";"0.1";""
"MLB4880583319";"VTK012665";"Liquidificador Turbo 15 Vermelho 3,2l 127v 1200w Agratto";"EVOLUSOM-PR";"ALVO_VALIDADO";"229";"234.57";"0.1000127893592531";"0.1";""
"MLB4880583191";"VTK012648";"Capa Guitarra Extra Bolso Cargo - Nylon 600 Bege";"BKR1";"ALVO_VALIDADO";"184";"194.19";"0.07003450229157011";"0.07";""
"MLB4880583089";"VTK012121";"Direct Box Passivo Wdi 500 Wireconex";"BKR1";"ALVO_VALIDADO";"164.45";"164.45";"0.07515962298570994";"0.07";""
"MLB4880582965";"VTK012280";"Bateria Alcalina 12v Panasonic Ct-10 Lr-v08-1bt";"BKR1";"ALVO_VALIDADO";"134.32";"134.33";"0.07005136603885952";"0.07";""
"MLB4880582935";"VTK012534";"Cabo Para Microfone Emborrachado P10 Xlr 10 Metros Wireconex";"BKR1";"ALVO_VALIDADO";"129";"131.83";"0.07001441250094818";"0.07";""
"MLB4880582905";"VTK012405";"Encordoamento 010""-052"" P/violão Aço Earthwood Rock And Blues Phosphor Bronze Ernie Ball P02151";"BKR1";"ALVO_VALIDADO";"122";"126.37";"0.07003244440927435";"0.07";""
"MLB4880565877";"VTK012348";"Fone De Ouvido W800bt Plus Preto Edifier";"BKR1";"ALVO_VALIDADO";"372.71";"402.84";"0.10001489425081919";"0.1";""
"MLB4880565805";"VTK012796";"Calculadora Compacta Com Bobina 12 Digitos Ma-5111 Elgin";"BKR1";"ALVO_VALIDADO";"333.38";"359.34";"0.10001669727834363";"0.1";""
"MLB4880565711";"VTK012138";"Alto-falante 250w 12 Pol 8 Ohms Wf300500b8 Atk";"BKR1";"ALVO_VALIDADO";"298.92";"322.26";"0.10001241233786383";"0.1";""
"MLB4880565683";"VTK012122";"Alto-falante 250w 12 Pol 4 Ohms Wf300500b4 Atk";"BKR1";"ALVO_VALIDADO";"289";"317.6";"0.09999999999999999";"0.1";""
"MLB4880565639";"VTK012537";"Alto-falante Profissional 150w 10 Pol 8 Ohms 10wf310b8 Atk";"BKR1";"ALVO_VALIDADO";"257";"291.85";"0.10001713208840157";"0.1";""
"MLB4880565609";"VTK003965";"Cafeteira Elétrica Agratto Thermo 25X Inox 127v";"BKR1";"ALVO_VALIDADO";"262.81";"284.63";"0.10002459333169378";"0.1";""
"MLB4880565453";"VTK012212";"Microfone Dinamico Wm16 Wireconex";"BKR1";"ALVO_VALIDADO";"211.98";"228.68";"0.10000874584572328";"0.1";""
"MLB4880565223";"VTK012689";"Bateria Selada De Chumbo Vrla 12v 7ah Elgin";"BKR1";"ALVO_VALIDADO";"208.94";"208.94";"0.20087106346319517";"0.1";""
"MLB4880565187";"VTK012214";"Capa Guitarra Luxo - Nylon 600";"BKR1";"ALVO_VALIDADO";"126";"134.65";"0.07003341997772002";"0.07";""
"MLB4880564709";"VTK012117";"Painel Para Multicabos Sem Conectores 12 Vias Xlr Wireconex";"BKR1";"ALVO_VALIDADO";"265.02";"284.6";"0.09999999999999999";"0.1";""
"MLB4880559755";"VTK000763";"Smart TV Box Aquário STV3000 Plus";"EVOLUSOM-PR";"ALVO_VALIDADO";"379.16";"402.25";"0.10001243008079552";"0.1";""
"MLB4880559183";"VTK000550";"Kit Teclado e Mouse C3tech K-W10 Sem Fio Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"95";"95";"0.0808421052631579";"0.07";""
"MLB4880525767";"VTK001131";"Panela Elétrica de Arroz Agratto PA6X Riso 400W 220v";"EVOLUSOM-PR";"ALVO_VALIDADO";"169.17";"169.18";"0.07004374039484572";"0.07";""
"MLB4842175303";"VTK001696";"Ferro de Solda 21K017 65W 220V Hikari";"EVOLUSOM-PR";"ALVO_VALIDADO";"121";"125";"0.07";"0.07";""
"MLB7149337698";"VTK000213";"Correia Para Violão Standard Harmonics Preta";"BKR1";"ALVO_VALIDADO";"34.08";"34.09";"0.07010853622763273";"0.07";""
"MLB4857637265";"VTK000213";"Correia Para Violão Standard Harmonics Preta";"BKR1";"ALVO_VALIDADO";"34.08";"34.09";"0.07010853622763273";"0.07";""
"MLB7151451832";"VTK003175";"Plug P10 Mono PGPZ0043 Storm - PCT / 10";"BKR1";"ALVO_VALIDADO";"63.03";"63.04";"0.07011421319796954";"0.07";""
"MLB7151451750";"VTK012020";"Conector P10 Stereo Macho Wc 1123 Wireconex 10 Unidades";"BKR1";"ALVO_VALIDADO";"136.94";"136.94";"0.09960566671534979";"0.07";""
"MLB7151451600";"VTK012247";"16 Pilhas Alcalinas Aaa Palito Duracell";"BKR1";"ALVO_VALIDADO";"134";"139";"0.07";"0.07";""
"MLB4882821681";"VTK012457";"Encordoamento Contrabaixo 045/.100 - 4 Cordas N740 Nig";"BKR1";"ALVO_VALIDADO";"150";"153.57";"0.07000065116884809";"0.07";""
"MLB4882821579";"VTK012659";"Calculadora Impressão 12 Dígitos Lp45 Bivolt Procalc";"BKR1";"ALVO_VALIDADO";"777.87";"797.86";"0.10000501341087409";"0.1";""
"MLB4881447335";"VTK000232";"Leitor de Código de Barras C3Tech LB-50BK USB";"EVOLUSOM-PR";"ALVO_VALIDADO";"176.22";"176.22";"0.09255476109408693";"0.07";""
"MLB4857623415";"VTK012496";"Palheta Gator Grip 0,96mm Pct C/6 417r.96 Dunlop (1813)";"BKR1";"ALVO_VALIDADO";"44";"46.03";"0.07017162719965239";"0.07";""
"MLB7158598032";"VTK012586";"Encordoamento Contrabaixo 040/.125 - 5 Cordas N710 Nig";"BKR1";"ALVO_VALIDADO";"183.62";"185.5";"0.07002695417789757";"0.07";""
"MLB7157761186";"VTK012364";"Calculadora Com Bobina 14 Digitos Mb-7142 Elgin";"BKR1";"ALVO_VALIDADO";"1290";"1535.3";"0.1500032566925031";"0.15";""
"MLB7157760908";"VTK003197";"Mini Teclado Yamaha PSS-F30 Preto";"VANRAL";"ALVO_VALIDADO";"645.81";"650.84";"0.10000921885563271";"0.1";""
"MLB7169886964";"VTK016183";"50 Baterias CR1632 Panasonic (10 Cartelas)";"BKR1";"ALVO_VALIDADO";"570.42";"604.4";"0.1";"0.1";""
"MLB7169885074";"VTK016101";"30 Baterias Cr2016 Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"180.46";"180.46";"0.07796741660201706";"0.07";""
"MLB7169884134";"VTK016081";"25 Baterias Cr2016 Panasonic (5 Cart)";"BKR1";"ALVO_VALIDADO";"155.19";"155.19";"0.09607577807848444";"0.07";""
"MLB7169883830";"VTK015932";"10 Baterias CR1632 Panasonic (02 Cartelas)";"BKR1";"ALVO_VALIDADO";"143.33";"143.33";"0.10674666852717504";"0.07";""
"MLB7169866316";"VTK016164";"45 Baterias Cr2016 Panasonic (9 Cart)";"BKR1";"ALVO_VALIDADO";"254.01";"270.14";"0.10002221070556008";"0.1";""
"MLB7169866140";"VTK016044";"20 Baterias CR1632 Panasonic (04 Cartelas)";"BKR1";"ALVO_VALIDADO";"234.05";"248.83";"0.10002813165615078";"0.1";""
"MLB7169864988";"VTK016041";"20 Baterias CR1220 Panasonic (04 cartelas)";"BKR1";"ALVO_VALIDADO";"170.94";"170.94";"0.08418158418158418";"0.07";""
"MLB4894918943";"VTK016180";"50 Baterias CR1220 Panasonic (10 cartelas)";"BKR1";"ALVO_VALIDADO";"379.41";"401.32";"0.10001993421708363";"0.1";""
"MLB4894918741";"VTK016184";"50 Baterias Cr2016 Panasonic (10 Cart)";"BKR1";"ALVO_VALIDADO";"275.22";"291.75";"0.10001713796058269";"0.1";""
"MLB4894918615";"VTK016251";"CR2032 Bateria Panasonic 10 Cartelas com 05 cada";"BKR1";"ALVO_VALIDADO";"252.94";"268.53";"0.1000260678508919";"0.1";""
"MLB4894914663";"VTK016181";"50 Baterias CR1616 Panasonic (10 cartelas)";"BKR1";"ALVO_VALIDADO";"404.53";"431.45";"0.10001158882836945";"0.1";""
"MLB4894913453";"VTK016148";"40 Baterias Cr2016 Panasonic (8 Cart)";"BKR1";"ALVO_VALIDADO";"229.54";"244.63";"0.10002861464252136";"0.1";""
"MLB4894913207";"VTK016117";"35 Baterias Cr2016 Panasonic (7 Cart)";"BKR1";"ALVO_VALIDADO";"205.86";"216.87";"0.10001383317194633";"0.1";""
"MLB4894912759";"VTK016042";"20 Baterias CR1616 Panasonic (04 cartelas)";"BKR1";"ALVO_VALIDADO";"170.94";"170.94";"0.08418158418158418";"0.07";""
"MLB4894911549";"VTK016045";"20 Baterias Cr2016 Panasonic (4 Cart)";"BKR1";"ALVO_VALIDADO";"140.96";"140.96";"0.10903802497162314";"0.07";""
"MLB7173718782";"VTK001145";"Mesa de Som Soundcraft MI-6 06 Canais USB";"EVOLUSOM-PR";"ALVO_VALIDADO";"1317";"1491.19";"0.15000100590803317";"0.15";""
"MLB7111661768";"VTK000411";"Bateria Alcalina 9v MN1604 (C/2 Pilhas) Duracell";"BKR1";"ALVO_VALIDADO";"105";"105";"0.1880952380952381";"0.07";""
"MLB7184805186";"VTK016108";"300 Pilhas Baterias Cr2032 3v Panasonic 60 Cartelas";"BKR1";"ALVO_VALIDADO";"1496.17";"1648.39";"0.1500009099788278";"0.15";""
"MLB7184804918";"VTK016032";"192 Pilhas Alcalinas Premium AAA Panasonic (32 Cartelas C/6 Un)";"BKR1";"ALVO_VALIDADO";"1112.22";"1227.75";"0.15000610873549175";"0.15";""
"MLB7184804582";"VTK016066";"200 Pilhas Baterias Cr2032 3v Panasonic 40 Cartelas";"BKR1";"ALVO_VALIDADO";"1009.22";"1114.44";"0.1500035892466171";"0.15";""
"MLB7184804506";"VTK016179";"50 Baterias Alcalinas 9v Panasonic";"BKR1";"ALVO_VALIDADO";"1011.38";"1117.57";"0.1500040265934125";"0.15";""
"MLB7184804174";"VTK016147";"40 Baterias Alcalinas 9v Panasonic";"BKR1";"ALVO_VALIDADO";"814.25";"829.02";"0.10000964994813152";"0.1";""
"MLB7184804052";"VTK016029";"192 Pilhas Alcalinas AAA Panasonic (32 Cartelas C/6 Un)";"BKR1";"ALVO_VALIDADO";"891.12";"906.34";"0.10000662003221748";"0.1";""
"MLB7184803760";"VTK015992";"150 Pilhas Baterias Cr2032 3v Panasonic 30 Cartelas";"BKR1";"ALVO_VALIDADO";"764.96";"778.95";"0.10000641889723345";"0.1";""
"MLB7184803642";"VTK016025";"18 Pilhas Recarregaveis Eneloop Std Aa Panasonic (9 Cart)";"BKR1";"ALVO_VALIDADO";"853.26";"868.1";"0.1";"0.1";""
"MLB7184764062";"VTK016149";"40 Baterias Cr2025 Panasonic (8 Cart)";"BKR1";"ALVO_VALIDADO";"229.54";"244.63";"0.10002861464252136";"0.1";""
"MLB7184763768";"VTK016095";"3 Tubos Pilha Comum Aaa C/40un Cada";"BKR1";"ALVO_VALIDADO";"226.52";"241.16";"0.10001658649859016";"0.1";""
"MLB7184763606";"VTK016127";"36 Pilhas Alcalinas Premium Aaa Panasonic (9 Cart)";"BKR1";"ALVO_VALIDADO";"223.38";"237.47";"0.1000126331747168";"0.1";""
"MLB7184763152";"VTK016126";"36 Pilhas Alcalinas Premium Aaa Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"215.69";"228.66";"0.10001749322137672";"0.1";""
"MLB7184762956";"VTK016206";"6 Pilhas Recarregaveis Eneloop Std Aaa Panasonic (3 Cart)";"BKR1";"ALVO_VALIDADO";"212.09";"224.34";"0.10002674511901578";"0.1";""
"MLB7184762680";"VTK015927";"10 Baterias Alcalinas 9v Panasonic";"BKR1";"ALVO_VALIDADO";"211.31";"223.4";"0.09999999999999999";"0.1";""
"MLB7184762346";"VTK016168";"48 Pilhas Alcalinas Aaa Panasonic (8 Cart)";"BKR1";"ALVO_VALIDADO";"226.06";"240.49";"0.10000415817705517";"0.1";""
"MLB7184761854";"VTK015941";"10 Pilhas Alcalinas D Panasonic (5  Cart)";"BKR1";"ALVO_VALIDADO";"202.5";"212.85";"0.10002349072116513";"0.1";""
"MLB7184761696";"VTK016124";"36 Pilhas Alcalinas Premium Aa Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"196.14";"196.39";"0.07001374815418301";"0.07";""
"MLB7184761510";"VTK016167";"48 Pilhas Alcalinas Aa Panasonic (8 Cart)";"BKR1";"ALVO_VALIDADO";"193.56";"193.56";"0.07052076875387477";"0.07";""
"MLB7184760484";"VTK016088";"28 Pilhas Alcalinas Premium Aaa Panasonic (7 Cart)";"BKR1";"ALVO_VALIDADO";"180.24";"180.24";"0.07811806480248557";"0.07";""
"MLB7184760132";"VTK016151";"40 Pilhas Alcalinas Aa Panasonic (10 Cart)";"BKR1";"ALVO_VALIDADO";"176.31";"176.31";"0.08059667630877432";"0.07";""
"MLB7184759676";"VTK016106";"30 Pilhas Alcalinas Premium Aa Panasonic (5 Cart)";"BKR1";"ALVO_VALIDADO";"170.12";"170.12";"0.08470491417822713";"0.07";""
"MLB7184759522";"VTK016123";"36 Pilhas Alcalinas Aaa Panasonic (9 Cart)";"BKR1";"ALVO_VALIDADO";"171.39";"171.39";"0.08384386486959566";"0.07";""
"MLB7184759204";"VTK016087";"28 Pilhas Alcalinas Premium Aa Panasonic (7 Cart)";"BKR1";"ALVO_VALIDADO";"170.09";"170.09";"0.08477864659885942";"0.07";""
"MLB7184758946";"VTK016228";"8 Pilhas Alcalinas D Panasonic (4  Cart)";"BKR1";"ALVO_VALIDADO";"169.31";"169.31";"0.0852873427440789";"0.07";""
"MLB7184758740";"VTK016103";"30 Baterias Cr2032 Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"168.84";"168.84";"0.08564321250888415";"0.07";""
"MLB7184758526";"VTK016121";"36 Pilhas Alcalinas Aa Panasonic (9 Cart)";"BKR1";"ALVO_VALIDADO";"164.86";"164.86";"0.08843867523959723";"0.07";""
"MLB7184758404";"VTK016037";"2 Tubos Pilha Comum Aaa C/40un Cada";"BKR1";"ALVO_VALIDADO";"163.44";"163.44";"0.08951297112090065";"0.07";""
"MLB7184757542";"VTK016075";"24 Pilhas Alcalinas Premium Aaa Panasonic (4 Cart)";"BKR1";"ALVO_VALIDADO";"158.44";"158.44";"0.09341075485988387";"0.07";""
"MLB7184755920";"VTK016105";"30 Pilhas Alcalinas Aaa Panasonic (5 Cart)";"BKR1";"ALVO_VALIDADO";"155.06";"155.06";"0.0961563265832581";"0.07";""
"MLB7184755768";"VTK016086";"28 Pilhas Alcalinas Aaa Panasonic (7 Cart)";"BKR1";"ALVO_VALIDADO";"147.54";"147.54";"0.10275179612308527";"0.07";""
"MLB7184755192";"VTK016057";"20 Pilhas Alcalinas Premium Aaa Panasonic (10 Cart)";"BKR1";"ALVO_VALIDADO";"125";"137.04";"0.07005253940455342";"0.07";""
"MLB7184755052";"VTK016104";"30 Pilhas Alcalinas Aa Panasonic (5 Cart)";"BKR1";"ALVO_VALIDADO";"142.7";"142.7";"0.10735809390329364";"0.07";""
"MLB7184754742";"VTK016199";"6 Pilhas Alcalinas D Panasonic (3  Cart)";"BKR1";"ALVO_VALIDADO";"145.13";"145.13";"0.10500930200509888";"0.07";""
"MLB7184754648";"VTK016047";"20 Baterias Cr2032 Panasonic (4 Cart)";"BKR1";"ALVO_VALIDADO";"133.86";"133.86";"0.11661437322575824";"0.07";""
"MLB7184750874";"VTK015960";"12 Pilhas Alcalinas C Panasonic (6  Cart)";"BKR1";"ALVO_VALIDADO";"192.21";"192.21";"0.07122418188439728";"0.07";""
"MLB7184750136";"VTK016161";"42 Pilhas Alcalinas Aaa Panasonic (7 Cart)";"BKR1";"ALVO_VALIDADO";"197.56";"198.02";"0.07004342995657004";"0.07";""
"MLB7184750018";"VTK016107";"30 Pilhas Alcalinas Premium Aaa Panasonic (5 Cart)";"BKR1";"ALVO_VALIDADO";"175";"180.46";"0.07004322287487531";"0.07";""
"MLB7184749810";"VTK016102";"30 Baterias Cr2025 Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"180.46";"180.46";"0.07796741660201706";"0.07";""
"MLB7184749700";"VTK016142";"4 Pilhas Recarregaveis Eneloop Std Aa Panasonic (2 Cart)";"BKR1";"ALVO_VALIDADO";"196.14";"196.39";"0.07001374815418301";"0.07";""
"MLB7184749312";"VTK016221";"8 Baterias Alcalinas 9v Panasonic";"BKR1";"ALVO_VALIDADO";"179.04";"179.04";"0.0788650580875782";"0.07";""
"MLB7184748844";"VTK016242";"80 Pilhas Comum Aaa Panasonic (10 Cart)";"BKR1";"ALVO_VALIDADO";"170.44";"170.44";"0.08448720957521709";"0.07";""
"MLB7184748528";"VTK016036";"2 Tubos Pilha Comum Aa C/52un Cada Panasonic";"BKR1";"ALVO_VALIDADO";"169.49";"169.49";"0.08519676677090093";"0.07";""
"MLB7184748336";"VTK015940";"10 Pilhas Alcalinas C Panasonic (5  Cart)";"BKR1";"ALVO_VALIDADO";"168.37";"168.37";"0.0858822830670547";"0.07";""
"MLB7184748102";"VTK016122";"36 Pilhas Alcalinas Aaa Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"179.19";"179.19";"0.07879904012500698";"0.07";""
"MLB7184747836";"VTK016076";"24 Pilhas Alcalinas Premium Aaa Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"164.34";"164.34";"0.08890105878057684";"0.07";""
"MLB7184747612";"VTK016219";"72 Pilhas Comum Aaa Panasonic (9 Cart)";"BKR1";"ALVO_VALIDADO";"159.57";"159.57";"0.09243592153913643";"0.07";""
"MLB7184747214";"VTK016120";"36 Pilhas Alcalinas Aa Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"157.81";"157.81";"0.09391039858057157";"0.07";""
"MLB7184746742";"VTK016143";"4 Pilhas Recarregaveis Eneloop Std Aaa Panasonic (2 Cart)";"BKR1";"ALVO_VALIDADO";"154.91";"154.91";"0.09624943515589697";"0.07";""
"MLB7184746622";"VTK016073";"24 Pilhas Alcalinas Premium Aa Panasonic (6 Cart)";"BKR1";"ALVO_VALIDADO";"154.14";"154.14";"0.096924873491631";"0.07";""
"MLB7184746464";"VTK016109";"32 Pilhas Alcalinas Aa Panasonic (8 Cart)";"BKR1";"ALVO_VALIDADO";"151.16";"151.16";"0.09949722148716592";"0.07";""
"MLB7184746248";"VTK015926";"10 Baterias Alcalinas 12v Panasonic Lrv08-1b";"BKR1";"ALVO_VALIDADO";"144";"149.5";"0.07003344481605352";"0.07";""
"MLB7184745934";"VTK016071";"24 Pilhas Alcalinas Premium AA Panasonic (12 Cartelas C/2 Un)";"BKR1";"ALVO_VALIDADO";"134";"146.85";"0.0700034048348655";"0.07";""
"MLB7184745822";"VTK016072";"24 Pilhas Alcalinas Premium Aa Panasonic (4 Cart)";"BKR1";"ALVO_VALIDADO";"148.74";"148.74";"0.07711442786069651";"0.07";""
"MLB7184744776";"VTK016046";"20 Baterias Cr2025 Panasonic (4 Cart)";"BKR1";"ALVO_VALIDADO";"142.01";"142.01";"0.1080205619322583";"0.07";""
"MLB7184744382";"VTK016243";"9 Baterias Alcalinas 12v Panasonic Lrv08-1b";"BKR1";"ALVO_VALIDADO";"163.15";"163.15";"0.1994483604045357";"0.07";""
"MLB7184743836";"VTK016056";"20 Pilhas Alcalinas Premium Aa Panasonic (5 Cart)";"BKR1";"ALVO_VALIDADO";"140.07";"140.07";"0.11001642036124795";"0.07";""
"MLB7184743082";"VTK016020";"18 Pilhas Alcalinas Premium Aaa Panasonic (3 Cart)";"BKR1";"ALVO_VALIDADO";"121";"123.26";"0.07001460327762454";"0.07";""
"MLB7184742950";"VTK016061";"20 Pilhas Comum D Panasonic (10 Cart)";"BKR1";"ALVO_VALIDADO";"135.33";"135.33";"0.11497820143353284";"0.07";""
